timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
5839040,-0.00466815,0.00419757,0.00202502,0.0,0.0,0.0,0.0
5871078,-0.00612489,0.00356598,0.0024709,0.0,0.0,0.0,0.0
5899053,-0.00599728,0.00395135,0.00395747,0.0,0.0,0.0,0.0
5931047,-0.00491913,0.0028217,0.00698748,0.0,0.0,0.0,0.0
5963023,-0.00468536,0.00395849,0.00356917,0.0,0.0,0.0,0.0
5995035,-0.00649153,0.00446855,0.00379333,0.0,0.0,0.0,0.0
6028633,-0.00478572,0.00451783,0.00655887,0.0,0.0,0.0,0.0
6056650,-0.0049557,0.00433525,0.004304,0.0,0.0,0.0,0.0
6088624,-0.00380466,0.00651723,0.00364952,0.0,0.0,0.0,0.0
6120682,-0.00553446,0.00413953,0.0041,0.0,0.0,0.0,0.0
6152601,-0.00593707,0.00382507,0.00486297,0.0,0.0,0.0,0.0
6184609,-0.00641437,0.00373732,0.0061318,0.0,0.0,0.0,0.0
6216635,-0.00303313,0.004683,0.00275576,0.0,0.0,0.0,0.0
6248652,-0.00500664,0.0033004,0.00177935,0.0,0.0,0.0,0.0
6276633,-0.00529822,0.00329677,0.00391539,0.0,0.0,0.0,0.0
6308692,-0.00510486,0.00367179,0.00415153,0.0,0.0,0.0,0.0
6336656,-0.00597655,0.00454321,0.000168752,0.0,0.0,0.0,0.0
6368693,-0.00705466,0.00440392,0.00560452,0.0,0.0,0.0,0.0
6400618,-0.00698406,0.00552233,0.00492714,0.0,0.0,0.0,0.0
6432665,-0.00483382,0.00296127,0.0043548,0.0,0.0,0.0,0.0
6464661,-0.0053941,0.00461506,0.00415452,0.0,0.0,0.0,0.0
6496699,-0.00586554,0.00417723,0.00427254,0.0,0.0,0.0,0.0
6528624,-0.00488225,0.00361719,0.00334472,0.0,0.0,0.0,0.0
6560663,-0.00900786,0.00213641,0.00411273,0.0,0.0,0.0,0.0
6588643,-0.00698693,0.00301721,0.00537289,0.0,0.0,0.0,0.0
6620657,-0.00392063,0.00195861,0.00545289,0.0,0.0,0.0,0.0
6652658,-0.00577435,0.00369984,0.00545623,0.0,0.0,0.0,0.0
6684706,-0.00621516,0.00561806,0.00537662,0.0,0.0,0.0,0.0
6716618,-0.00497983,0.004984,0.00471733,0.0,0.0,0.0,0.0
6748667,-0.00493237,0.00489132,0.00407767,0.0,0.0,0.0,0.0
6780652,-0.00511204,0.00359402,0.00501752,0.0,0.0,0.0,0.0
6812696,-0.00729832,0.00477673,0.00392725,0.0,0.0,0.0,0.0
6840660,-0.00611936,0.00332633,0.00403545,0.0,0.0,0.0,0.0
6872635,-0.00458248,0.00429158,0.00441548,0.0,0.0,0.0,0.0
6904611,-0.00579773,0.00291501,0.00487031,0.0,0.0,0.0,0.0
6936644,-0.00671371,0.00433421,0.00600434,0.0,0.0,0.0,0.0
6968632,-0.00373893,0.00464009,0.00462569,0.0,0.0,0.0,0.0
7000622,-0.00672848,0.00483985,0.00628812,0.0,0.0,0.0,0.0
7032625,-0.00605734,0.004823,0.00478239,0.0,0.0,0.0,0.0
7064663,-0.00331313,0.00514792,0.00348667,0.0,0.0,0.0,0.0
7092634,-0.00570234,0.0027533,0.00419795,0.0,0.0,0.0,0.0
7124676,-0.00503922,0.00506119,0.00550876,0.0,0.0,0.0,0.0
7156668,-0.00420464,0.00401676,0.00400129,0.0,0.0,0.0,0.0
7188654,-0.00479756,0.0024463,0.00431247,0.0,0.0,0.0,0.0
7220638,-0.00654602,0.00282699,0.00323075,0.0,0.0,0.0,0.0
7252709,-0.00469069,0.00255323,0.00418231,0.0,0.0,0.0,0.0
7284668,-0.00295519,0.00407924,0.00339769,0.0,0.0,0.0,0.0
7316713,-0.00409748,0.00262825,0.00467795,0.0,0.0,0.0,0.0
7348627,-0.0068765,0.00207927,0.00489052,0.0,0.0,0.0,0.0
7380684,-0.00544655,0.00310484,0.00533169,0.0,0.0,0.0,0.0
7412670,-0.00643642,0.00308207,0.00400032,0.0,0.0,0.0,0.0
7444625,-0.00534639,0.00379963,0.00487028,0.0,0.0,0.0,0.0
7476623,-0.00700137,0.00313582,0.00320468,0.0,0.0,0.0,0.0
7508625,-0.00643842,0.00418526,0.00422314,0.0,0.0,0.0,0.0
7540657,-0.00548889,0.00474228,0.00544339,0.0,0.0,0.0,0.0
7568678,-0.00667447,0.00456253,0.0022762,0.0,0.0,0.0,0.0
7600667,-0.0069857,0.00380137,0.00322665,0.0,0.0,0.0,0.0
7632674,-0.00696024,0.00470773,0.00444434,0.0,0.0,0.0,0.0
7664600,-0.00651453,0.00461775,0.00511407,0.0,0.0,0.0,0.0
7698256,-0.00470055,0.00503224,0.00349199,0.0,0.0,0.0,0.0
7726273,-0.00603052,0.00479269,0.00625858,0.0,0.0,0.0,0.0
7758235,-0.00506184,0.00308553,0.00468642,0.0,0.0,0.0,0.0
7790304,-0.00510632,0.00479064,0.00342814,0.0,0.0,0.0,0.0
7822255,-0.00559132,0.00512134,0.00248251,0.0,0.0,0.0,0.0
7854280,-0.00588043,0.00220314,0.00320046,0.0,0.0,0.0,0.0
7886230,-0.00814168,0.00457206,0.00705406,0.0,0.0,0.0,0.0
7918296,-0.00523419,0.00636092,0.00459646,0.0,0.0,0.0,0.0
7950260,-0.00616738,0.00371415,0.00586804,0.0,0.0,0.0,0.0
7978288,-0.00526834,0.00415173,0.00449134,0.0,0.0,0.0,0.0
8010265,-0.00627319,0.00413167,0.00454327,0.0,0.0,0.0,0.0
8042262,-0.00443297,0.00495331,0.00595692,0.0,0.0,0.0,0.0
8074218,-0.006009,0.00507893,0.00350515,0.0,0.0,0.0,0.0
8106306,-0.00659664,0.00481746,0.0040382,0.0,0.0,0.0,0.0
8138199,-0.00730662,0.00404513,0.00394858,0.0,0.0,0.0,0.0
8170237,-0.00779468,0.00380208,0.00394331,0.0,0.0,0.0,0.0
8202203,-0.00557071,0.00438713,0.00350169,0.0,0.0,0.0,0.0
8230252,0.00344337,0.0157121,0.00098795,0.0,0.0,0.0,0.0
8262238,-0.000745368,0.0151039,-0.00103231,0.0,0.0,0.0,0.0
8294287,-0.000431238,0.0145067,-0.000421601,0.0,0.0,0.0,0.0
8326238,0.00178622,0.0140694,-0.000259934,0.0,0.0,0.0,0.0
8358281,-0.000168619,0.0157614,0.00232671,0.0,0.0,0.0,0.0
8390250,0.00181997,0.0134453,0.000263489,0.0,0.0,0.0,0.0
8422298,-0.000255612,0.0138855,0.00108455,0.0,0.0,0.0,0.0
8454265,0.00149628,0.0119136,-0.00136417,0.0,0.0,0.0,0.0
8482299,0.00328854,0.0144582,0.000270654,0.0,0.0,0.0,0.0
8514228,-0.00107767,0.01256,0.000722384,0.0,0.0,0.0,0.0
8546248,0.000197161,0.0128138,-0.000133058,0.0,0.0,0.0,0.0
8579060,0.000261249,0.014115,0.000597413,0.0,0.0,0.0,0.0
8607806,0.000381853,0.0107651,-0.000457198,0.0,0.0,0.0,0.0
8639952,0.00114384,0.0111586,-7.3466e-05,0.0,0.0,0.0,0.0
8671847,0.000602184,0.00983861,0.00139449,0.0,0.0,0.0,0.0
8703892,0.00108829,0.0116433,-0.000927939,0.0,0.0,0.0,0.0
8735814,-0.00073829,0.0107459,-5.23203e-05,0.0,0.0,0.0,0.0
8767852,0.000980428,0.0121111,0.000859287,0.0,0.0,0.0,0.0
8799909,0.00273209,0.0104785,0.0010098,0.0,0.0,0.0,0.0
8831889,0.00213371,0.0128438,-0.00164041,0.0,0.0,0.0,0.0
8863852,0.000870486,0.0120069,-0.0014743,0.0,0.0,0.0,0.0
8897476,0.000755159,0.0110895,0.000886658,0.0,0.0,0.0,0.0
8929491,0.0018833,0.00989006,-0.00145065,0.0,0.0,0.0,0.0
8961464,-0.00176532,0.0104901,5.56791e-06,0.0,0.0,0.0,0.0
8993545,-0.00125116,0.0102907,7.533e-06,0.0,0.0,0.0,0.0
9025449,0.000720767,0.00994034,0.00136582,0.0,0.0,0.0,0.0
9057517,0.000317893,0.0118077,0.000238212,0.0,0.0,0.0,0.0
9089461,0.000563944,0.00976766,-0.00185967,0.0,0.0,0.0,0.0
9121478,0.000939712,0.00746384,-0.00209694,0.0,0.0,0.0,0.0
9153406,0.00128288,0.00895178,-0.000193379,0.0,0.0,0.0,0.0
9185408,0.000705182,0.00976964,-0.000982029,0.0,0.0,0.0,0.0
9213419,0.00101533,0.00894978,-0.000506556,0.0,0.0,0.0,0.0
9245464,0.00247063,0.00992111,0.00102241,0.0,0.0,0.0,0.0
9277499,-0.000264838,0.008941,0.000591302,0.0,0.0,0.0,0.0
9309543,0.000207428,0.00860325,-0.000720979,0.0,0.0,0.0,0.0
9341459,0.0030673,0.00963343,0.000321739,0.0,0.0,0.0,0.0
9373462,0.0017359,0.00924404,-0.000190791,0.0,0.0,0.0,0.0
9405457,0.000826729,0.00965116,0.00074896,0.0,0.0,0.0,0.0
9437468,0.00162187,0.00958891,-0.00137368,0.0,0.0,0.0,0.0
9465458,0.00166243,0.00930199,0.00114753,0.0,0.0,0.0,0.0
9497557,0.00153149,0.00952165,-0.00156417,0.0,0.0,0.0,0.0
9529442,4.53382e-05,0.0100163,-0.0004571,0.0,0.0,0.0,0.0
9561489,-0.00137138,0.00955362,-0.00107786,0.0,0.0,0.0,0.0
9593477,-0.00121313,0.00952072,-0.00065055,0.0,0.0,0.0,0.0
9625537,-0.000721192,0.0105721,-0.000533129,0.0,0.0,0.0,0.0
9657467,0.000614,0.00778427,-0.00129843,0.0,0.0,0.0,0.0
9689453,0.00136452,0.00870255,0.000338756,0.0,0.0,0.0,0.0
9721480,-0.000238076,0.00864888,-0.000222434,0.0,0.0,0.0,0.0
9753478,-0.000542533,0.00765848,-0.00179423,0.0,0.0,0.0,0.0
9785455,-0.00146313,0.00831729,0.000152573,0.0,0.0,0.0,0.0
9817476,0.000162221,0.00963166,0.000173649,0.0,0.0,0.0,0.0
9849503,-0.000911507,0.0101665,0.00335977,0.0,0.0,0.0,0.0
9881441,0.00213304,0.00993318,-0.00163799,0.0,0.0,0.0,0.0
9913446,-0.000512877,0.00728354,-0.000893959,0.0,0.0,0.0,0.0
9941402,0.00184621,0.0075587,-0.000417882,0.0,0.0,0.0,0.0
9973418,0.000702207,0.00941378,-0.000477038,0.0,0.0,0.0,0.0
10005404,0.00252022,0.00947098,-0.00207618,0.0,0.0,0.0,0.0
10037481,-0.00112554,0.00839686,0.000358323,0.0,0.0,0.0,0.0
10069484,0.00151853,0.00717655,0.00119725,0.0,0.0,0.0,0.0
10101486,0.00172548,0.00779867,0.000822237,0.0,0.0,0.0,0.0
10133460,0.00283979,0.00563494,0.000474712,0.0,0.0,0.0,0.0
10165528,7.85454e-05,0.00916064,0.00138889,0.0,0.0,0.0,0.0
10193454,0.000897944,0.00764685,0.001149,0.0,0.0,0.0,0.0
10225483,0.000506174,0.00604835,0.000728266,0.0,0.0,0.0,0.0
10258274,0.000871344,0.00786072,0.00158469,0.0,0.0,0.0,0.0
10290284,-0.000418149,0.0090808,-0.00178312,0.0,0.0,0.0,0.0
10323062,0.00103966,0.00760588,0.00163074,0.0,0.0,0.0,0.0
10355839,-0.000118417,0.00736823,-7.99554e-05,0.0,0.0,0.0,0.0
10387910,0.00168621,0.00722811,-0.00129551,0.0,0.0,0.0,0.0
10419926,0.000563123,0.00749874,-0.000541008,0.0,0.0,0.0,0.0
10451899,-0.00101492,0.00662499,0.00219823,0.0,0.0,0.0,0.0
10483837,0.00197194,0.00827799,0.00105833,0.0,0.0,0.0,0.0
10511874,0.000870045,0.00819432,-0.00163194,0.0,0.0,0.0,0.0
10543835,0.000639074,0.00745721,1.56942e-05,0.0,0.0,0.0,0.0
10575896,0.000921476,0.00689897,0.000644172,0.0,0.0,0.0,0.0
10607864,-1.05379e-06,0.00724135,-6.81295e-05,0.0,0.0,0.0,0.0
10639915,-8.70181e-06,0.00654253,-0.000739468,0.0,0.0,0.0,0.0
10671832,0.000191793,0.00659253,-0.00227473,0.0,0.0,0.0,0.0
10703889,0.00141892,0.00626377,0.00153503,0.0,0.0,0.0,0.0
10735879,-0.000339327,0.00617098,-0.000941894,0.0,0.0,0.0,0.0
10763910,0.00203035,0.00685652,-0.000687035,0.0,0.0,0.0,0.0
10795847,0.00155895,0.00422193,-0.000167096,0.0,0.0,0.0,0.0
10827866,0.000125094,0.0072367,-7.09207e-05,0.0,0.0,0.0,0.0
10859884,-0.00163217,0.00752496,0.000448035,0.0,0.0,0.0,0.0
10891924,0.00127595,0.00700929,-0.000275228,0.0,0.0,0.0,0.0
10923832,0.000644312,0.00805349,-4.91543e-05,0.0,0.0,0.0,0.0
10955931,0.00094304,0.00488413,-0.000310311,0.0,0.0,0.0,0.0
10987859,-0.00255103,0.00712852,0.000612951,0.0,0.0,0.0,0.0
11019952,0.000501153,0.0050216,-0.000579076,0.0,0.0,0.0,0.0
11051801,-7.61119e-05,0.00768004,-0.000712956,0.0,0.0,0.0,0.0
11083804,-0.000976245,0.00693553,0.000867822,0.0,0.0,0.0,0.0
11115820,-0.000341418,0.00767305,0.00206807,0.0,0.0,0.0,0.0
11147869,0.000966798,0.00704334,-0.000237623,0.0,0.0,0.0,0.0
11179941,-7.20778e-05,0.00480471,0.000396304,0.0,0.0,0.0,0.0
11211833,0.000938175,0.00524539,-0.0011147,0.0,0.0,0.0,0.0
11243867,0.00055465,0.00836547,-0.000524197,0.0,0.0,0.0,0.0
11275874,-0.00149222,0.00495445,0.00110162,0.0,0.0,0.0,0.0
11307926,0.00125348,0.00643752,-0.000862597,0.0,0.0,0.0,0.0
11339878,0.00345793,0.0062607,-0.00155644,0.0,0.0,0.0,0.0
11371868,0.00410991,0.00630459,0.000408704,0.0,0.0,0.0,0.0
11403880,0.000138591,0.00610258,-0.000714561,0.0,0.0,0.0,0.0
11435929,-0.00122498,0.00521584,-0.00238304,0.0,0.0,0.0,0.0
11463876,0.00225958,0.00597773,0.000639718,0.0,0.0,0.0,0.0
11495932,0.000564458,0.00589901,0.000485268,0.0,0.0,0.0,0.0
11527836,0.00219285,0.00526477,-0.000946486,0.0,0.0,0.0,0.0
11560667,0.00115844,0.00626199,-0.000947279,0.0,0.0,0.0,0.0
11592677,0.000970741,0.00518365,-0.0016316,0.0,0.0,0.0,0.0
11621435,-0.00489359,0.00595573,-0.000301286,0.0,0.0,0.0,0.0
11653469,-0.00540806,0.00516712,0.000670952,0.0,0.0,0.0,0.0
11686272,0.00438966,0.00523439,-0.0022376,0.0,0.0,0.0,0.0
11718301,0.00189661,0.00645006,0.000201498,0.0,0.0,0.0,0.0
11750234,-0.00537183,0.00558004,0.00160779,0.0,0.0,0.0,0.0
11782268,-0.0059022,0.00485723,0.000628156,0.0,0.0,0.0,0.0
11814269,0.000738136,0.00524546,-0.000107098,0.0,0.0,0.0,0.0
11846314,0.00118504,0.00792962,-0.000547098,0.0,0.0,0.0,0.0
11878237,0.00193349,0.0052666,-0.000338128,0.0,0.0,0.0,0.0
11911024,-1.76337e-05,0.00478089,0.000308666,0.0,0.0,0.0,0.0
11943133,-0.00116904,0.00531961,0.00018162,0.0,0.0,0.0,0.0
11975040,-5.43771e-05,0.00751439,-0.000251881,0.0,0.0,0.0,0.0
12007044,-0.00176368,0.00634649,-0.000778832,0.0,0.0,0.0,0.0
12039010,0.000131079,0.0070442,-0.000216016,0.0,0.0,0.0,0.0
12071077,-0.000535347,0.00674038,0.00117006,0.0,0.0,0.0,0.0
12103052,-0.00157738,0.00420216,0.000942942,0.0,0.0,0.0,0.0
12135073,-0.00122719,0.00359077,0.000629995,0.0,0.0,0.0,0.0
12167034,-0.00100288,0.00592344,-0.000874585,0.0,0.0,0.0,0.0
12199040,0.00134881,0.0070884,-0.00023525,0.0,0.0,0.0,0.0
12231103,0.00223707,0.00435985,-0.0019038,0.0,0.0,0.0,0.0
12263026,-3.34936e-05,0.0052081,0.00209232,0.0,0.0,0.0,0.0
12295027,6.29211e-05,0.00489391,-0.00170102,0.0,0.0,0.0,0.0
12327025,-0.00161471,0.00587792,0.000230578,0.0,0.0,0.0,0.0
12363063,0.00172554,0.0040817,0.00167668,0.0,0.0,0.0,0.0
12395049,0.00069488,0.00533275,-0.000259222,0.0,0.0,0.0,0.0
12423035,0.00072611,0.00571314,-0.000138192,0.0,0.0,0.0,0.0
12455047,0.0009257,0.00496005,-0.00114769,0.0,0.0,0.0,0.0
12487081,0.00122975,0.00512082,-0.000366204,0.0,0.0,0.0,0.0
12519065,0.000573591,0.00533135,-0.00146287,0.0,0.0,0.0,0.0
12552646,-0.000907558,0.00362947,6.53402e-05,0.0,0.0,0.0,0.0
12581515,0.00153497,0.00570503,0.00225493,0.0,0.0,0.0,0.0
12613469,-0.00026068,0.00542804,0.000775096,0.0,0.0,0.0,0.0
12645478,0.000602259,0.00405509,-0.00108667,0.0,0.0,0.0,0.0
12677479,-0.00150002,0.00523389,-0.00116431,0.0,0.0,0.0,0.0
12709512,-0.00106235,0.0048048,0.00129496,0.0,0.0,0.0,0.0
12741461,0.00103831,0.00441035,0.00140137,0.0,0.0,0.0,0.0
12769500,-0.0017186,0.00413102,0.0016889,0.0,0.0,0.0,0.0
12801465,0.00054034,0.00333818,-0.000460171,0.0,0.0,0.0,0.0
12833457,-0.000192104,0.00536461,-0.00099136,0.0,0.0,0.0,0.0
12865436,0.000764027,0.00508118,-0.000173078,0.0,0.0,0.0,0.0
12897533,0.000536486,0.00365788,-0.0015379,0.0,0.0,0.0,0.0
12929500,0.00269927,0.00466921,-0.00123287,0.0,0.0,0.0,0.0
12961474,0.000278324,0.00385365,-0.00149846,0.0,0.0,0.0,0.0
12993453,-0.000734156,0.00351132,0.00110569,0.0,0.0,0.0,0.0
13025511,-0.000951801,0.00569439,0.00114005,0.0,0.0,0.0,0.0
13057487,0.00262514,0.00455465,0.000381332,0.0,0.0,0.0,0.0
13090236,0.00192182,0.00573388,0.000325559,0.0,0.0,0.0,0.0
13122266,0.00285698,0.00532773,-0.000151752,0.0,0.0,0.0,0.0
13154285,0.00153321,0.00476977,0.00153992,0.0,0.0,0.0,0.0
13186324,-0.000642318,0.00485535,-0.000190013,0.0,0.0,0.0,0.0
13215846,0.00348197,0.00557719,-0.00210767,0.0,0.0,0.0,0.0
13247888,-0.00221084,0.00415083,0.00137758,0.0,0.0,0.0,0.0
13279964,-0.00107183,0.00369611,0.00119762,0.0,0.0,0.0,0.0
13311840,-0.000193772,0.00512595,-0.00179536,0.0,0.0,0.0,0.0
13339909,-0.00074788,0.00544333,-0.00136937,0.0,0.0,0.0,0.0
13371820,0.00058287,0.00350471,0.00215987,0.0,0.0,0.0,0.0
13403805,0.000828343,0.00466785,0.000823996,0.0,0.0,0.0,0.0
13435833,-0.000817186,0.00437628,0.00102935,0.0,0.0,0.0,0.0
13467841,-0.000289605,0.00474563,-0.0010469,0.0,0.0,0.0,0.0
13499847,-0.000739736,0.00432852,0.00116239,0.0,0.0,0.0,0.0
13531828,0.00233455,0.00434949,-0.000256641,0.0,0.0,0.0,0.0
13563864,-0.00040413,0.00610744,-0.00129326,0.0,0.0,0.0,0.0
13595918,6.41928e-05,0.00512993,-0.00213503,0.0,0.0,0.0,0.0
13627830,-0.00104298,0.00540424,-0.00021301,0.0,0.0,0.0,0.0
13659901,-0.000962529,0.00289311,-0.000363378,0.0,0.0,0.0,0.0
13691881,0.000156569,0.0041327,0.00056927,0.0,0.0,0.0,0.0
13723915,0.000923109,0.00508962,-0.00118271,0.0,0.0,0.0,0.0
13756644,-0.000824102,0.00383368,0.000132916,0.0,0.0,0.0,0.0
13784702,0.000580565,0.00509254,-0.000828409,0.0,0.0,0.0,0.0
13816640,-0.00191988,0.00519865,-4.23416e-05,0.0,0.0,0.0,0.0
13848666,0.000872559,0.00432507,0.00118531,0.0,0.0,0.0,0.0
13880675,0.00143879,0.00304832,0.00171186,0.0,0.0,0.0,0.0
13912726,0.000936829,0.00277137,-9.32314e-05,0.0,0.0,0.0,0.0
13944642,-0.00246524,0.00299618,-0.000160583,0.0,0.0,0.0,0.0
13976644,0.000467169,0.00230629,0.00078378,0.0,0.0,0.0,0.0
14008649,0.00120345,0.0044495,0.000986526,0.0,0.0,0.0,0.0
14036649,-0.000162364,0.00249941,0.000721384,0.0,0.0,0.0,0.0
14068650,-0.000426249,0.00415228,-0.000329241,0.0,0.0,0.0,0.0
14100677,0.00204668,0.00400909,-0.000373616,0.0,0.0,0.0,0.0
14132613,-0.000727186,0.00508239,-0.000155078,0.0,0.0,0.0,0.0
14164647,0.000340838,0.00408958,0.000267748,0.0,0.0,0.0,0.0
14196660,0.0018192,0.0038478,-0.00156877,0.0,0.0,0.0,0.0
14228674,-0.00240762,0.00362737,0.000370137,0.0,0.0,0.0,0.0
14260654,0.00165745,0.00300192,-0.000556815,0.0,0.0,0.0,0.0
14292634,-0.00133033,0.00364716,0.000706369,0.0,0.0,0.0,0.0
14324678,-0.00146137,0.00391617,-0.00070594,0.0,0.0,0.0,0.0
14356665,0.00179047,0.00342312,-0.00251212,0.0,0.0,0.0,0.0
14388649,0.000579862,0.00391068,-0.00109654,0.0,0.0,0.0,0.0
14420649,0.00135949,0.00318833,-0.000268471,0.0,0.0,0.0,0.0
14452691,-0.000749003,0.00196702,0.000305396,0.0,0.0,0.0,0.0
14484691,-0.00196532,0.0027391,0.000439473,0.0,0.0,0.0,0.0
14516685,-0.00116847,0.00274188,-0.00044822,0.0,0.0,0.0,0.0
14548632,0.00208801,0.00176361,0.000709209,0.0,0.0,0.0,0.0
14580704,-0.00211918,0.00370933,-0.00170867,0.0,0.0,0.0,0.0
14612687,-0.000336375,0.00215307,-0.000249401,0.0,0.0,0.0,0.0
14644678,-0.00122805,0.00308445,-0.00101849,0.0,0.0,0.0,0.0
14676636,-0.00212749,0.00214307,0.00236207,0.0,0.0,0.0,0.0
14708730,-0.00143215,0.00414779,0.000736387,0.0,0.0,0.0,0.0
14736646,-0.000752361,0.000735372,-0.000714298,0.0,0.0,0.0,0.0
14768706,-0.000537187,0.00376431,-0.000789866,0.0,0.0,0.0,0.0
14800638,-0.000663019,0.0027621,0.001951,0.0,0.0,0.0,0.0
14832647,-0.000186969,0.00224334,0.00241254,0.0,0.0,0.0,0.0
14864625,-0.000361648,0.00284406,0.000568182,0.0,0.0,0.0,0.0
14896686,0.00137382,0.00266707,-0.000750719,0.0,0.0,0.0,0.0
14928659,-0.000869362,0.00222549,0.00180269,0.0,0.0,0.0,0.0
14960683,-3.37455e-05,0.00127886,0.0011246,0.0,0.0,0.0,0.0
14988687,-0.000810854,0.00169259,-0.00137426,0.0,0.0,0.0,0.0
15020680,0.000852601,0.00175587,-0.00149813,0.0,0.0,0.0,0.0
15052632,0.000540161,0.00288276,0.000554833,0.0,0.0,0.0,0.0
15084715,-0.000677997,0.00294762,-0.00051906,0.0,0.0,0.0,0.0
15116685,-0.00103462,0.00336969,-0.00150805,0.0,0.0,0.0,0.0
15146289,0.000896295,0.00220158,-0.00107723,0.0,0.0,0.0,0.0
15178231,-0.000219012,0.00402994,0.000295218,0.0,0.0,0.0,0.0
15210237,-0.00187415,0.00263771,-0.000901968,0.0,0.0,0.0,0.0
15242237,5.00898e-05,0.00395148,-0.00021948,0.0,0.0,0.0,0.0
15274232,0.00160331,0.00318094,0.00194393,0.0,0.0,0.0,0.0
15307135,-0.000162907,0.00312265,-0.00118851,0.0,0.0,0.0,0.0
15335045,0.000790079,0.000777978,1.61538e-05,0.0,0.0,0.0,0.0
15367116,0.000551133,0.00270927,-0.000261826,0.0,0.0,0.0,0.0
