timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
77862551,0.0,0.0,0.0,0.000940059,-0.00211608,-0.136658,0.0,0.0,0.0,0.00698949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257439,0.257439,4.06258,0.0,0.0,0.0,0.0901605,0.0,0.0,0.0,0.0,0.0,1.43835e-05,0.000365767,0.00142984,0.0,0.0,0.0,0.0,0.0,0.0
78062603,0.0,0.0,0.0,0.000540006,-0.00233526,0.295654,0.0,0.0,0.0,0.00126331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257361,0.257361,4.06219,0.0,0.0,0.0,0.0901604,0.0,0.0,0.0,0.0,0.0,6.93191e-05,0.00119855,0.00343256,0.0,0.0,0.0,0.0,0.0,0.0
78266540,0.0,0.0,0.0,0.000167064,-0.00226526,0.00741577,0.0,0.0,0.0,0.00787202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257306,0.257306,4.06186,0.0,0.0,0.0,0.0901604,0.0,0.0,0.0,0.0,0.0,0.000148976,0.00385571,0.0115021,0.0,0.0,0.0,0.0,0.0,0.0
78471450,0.0,0.0,0.0,-0.00015438,-0.00212896,0.00436401,0.0,0.0,0.0,-0.0118389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257286,0.257286,4.06165,0.0,0.0,0.0,0.0901603,0.0,0.0,0.0,0.0,0.0,8.37151e-05,0.00256455,0.00801604,0.0,0.0,0.0,0.0,0.0,0.0
78671369,0.0,0.0,0.0,-0.000388686,-0.00194095,-0.0331116,0.0,0.0,0.0,-0.00137456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25721,0.25721,4.06118,0.0,0.0,0.0,0.0901602,0.0,0.0,0.0,0.0,0.0,4.03982e-05,0.00244272,0.00802997,0.0,0.0,0.0,0.0,0.0,0.0
78873678,0.0,0.0,0.0,-0.000516085,-0.0019666,0.401428,0.0,0.0,0.0,-0.00486808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257267,0.257267,4.06131,0.0,0.0,0.0,0.0901601,0.0,0.0,0.0,0.0,0.0,0.000140836,0.000632315,0.00235577,0.0,0.0,0.0,0.0,0.0,0.0
79074481,0.0,0.0,0.0,-0.000507416,-0.00212469,-0.0288696,0.0,0.0,0.0,-0.00977629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25727,0.25727,4.06121,0.0,0.0,0.0,0.0901599,0.0,0.0,0.0,0.0,0.0,0.000223619,0.0018347,0.00622368,0.0,0.0,0.0,0.0,0.0,0.0
79276078,0.0,0.0,0.0,-0.000525574,-0.00235443,0.143341,0.0,0.0,0.0,-0.0104501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257202,0.257202,4.06081,0.0,0.0,0.0,0.0901599,0.0,0.0,0.0,0.0,0.0,2.10216e-05,0.000540215,0.000989496,0.0,0.0,0.0,0.0,0.0,0.0
79476228,0.0,0.0,0.0,-0.000345335,-0.00275144,-0.454803,0.0,0.0,0.0,-0.00411306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257272,0.257272,4.06103,0.0,0.0,0.0,0.0901598,0.0,0.0,0.0,0.0,0.0,6.00912e-05,0.00382194,0.0113649,0.0,0.0,0.0,0.0,0.0,0.0
79680185,0.0,0.0,0.0,-0.000124536,-0.00306166,-0.269073,0.0,0.0,0.0,0.00713567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257244,0.257244,4.06086,0.0,0.0,0.0,0.0901597,0.0,0.0,0.0,0.0,0.0,0.000343101,0.00381404,0.0114568,0.0,0.0,0.0,0.0,0.0,0.0
79884862,0.0,0.0,0.0,0.000103697,-0.00323999,-0.427002,0.0,0.0,0.0,-0.0148177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257304,0.257304,4.06107,0.0,0.0,0.0,0.0901596,0.0,0.0,0.0,0.0,0.0,0.000415636,0.00549494,0.0168002,0.0,0.0,0.0,0.0,0.0,0.0
80084940,0.0,0.0,0.0,0.000487938,-0.003568,0.262177,0.0,0.0,0.0,-0.00950779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257494,0.257494,4.0619,0.0,0.0,0.0,0.0901594,0.0,0.0,0.0,0.0,0.0,0.000266777,0.00104127,0.00181444,0.0,0.0,0.0,0.0,0.0,0.0
80284964,0.0,0.0,0.0,0.000874233,-0.00375286,-0.07547,0.0,0.0,0.0,0.0217071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257608,0.257608,4.06251,0.0,0.0,0.0,0.0901593,0.0,0.0,0.0,0.0,0.0,0.000112052,0.0003674,0.00114024,0.0,0.0,0.0,0.0,0.0,0.0
80488913,0.0,0.0,0.0,0.00130996,-0.00391122,0.0636902,0.0,0.0,0.0,-0.0092614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257579,0.257578,4.0625,0.0,0.0,0.0,0.0901592,0.0,0.0,0.0,0.0,0.0,9.81017e-05,0.000365729,0.000611643,0.0,0.0,0.0,0.0,0.0,0.0
80691283,0.0,0.0,0.0,0.00181357,-0.00409617,-0.143677,0.0,0.0,0.0,-0.0321326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257547,0.257546,4.06248,0.0,0.0,0.0,0.090159,0.0,0.0,0.0,0.0,0.0,0.000170048,0.00147283,0.0043294,0.0,0.0,0.0,0.0,0.0,0.0
80896061,0.0,0.0,0.0,0.002344,-0.00434443,0.0083313,0.0,0.0,0.0,-0.0161364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257479,0.257479,4.06228,0.0,0.0,0.0,0.0901587,0.0,0.0,0.0,0.0,0.0,2.47503e-05,0.00539606,0.0156171,0.0,0.0,0.0,0.0,0.0,0.0
81097852,0.0,0.0,0.0,0.00285799,-0.0044966,-0.0752869,0.0,0.0,0.0,0.0162108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257404,0.257404,4.06199,0.0,0.0,0.0,0.0901584,0.0,0.0,0.0,0.0,0.0,0.000152523,0.00194134,0.00662084,0.0,0.0,0.0,0.0,0.0,0.0
81301812,0.0,0.0,0.0,0.00337561,-0.00474956,-0.145721,0.0,0.0,0.0,0.00118969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257422,0.257422,4.06208,0.0,0.0,0.0,0.0901584,0.0,0.0,0.0,0.0,0.0,8.20563e-05,0.00314291,0.00824755,0.0,0.0,0.0,0.0,0.0,0.0
81505860,0.0,0.0,0.0,0.00386477,-0.00494599,0.0326538,0.0,0.0,0.0,-0.0014874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257303,0.257302,4.06153,0.0,0.0,0.0,0.0901584,0.0,0.0,0.0,0.0,0.0,5.70531e-05,0.00194208,0.00516326,0.0,0.0,0.0,0.0,0.0,0.0
81705743,0.0,0.0,0.0,0.00420476,-0.00507214,-0.174561,0.0,0.0,0.0,-0.0112374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257259,0.257258,4.06128,0.0,0.0,0.0,0.0901582,0.0,0.0,0.0,0.0,0.0,8.45154e-05,0.00245392,0.00687474,0.0,0.0,0.0,0.0,0.0,0.0
81905758,0.0,0.0,0.0,0.0044172,-0.00515818,-0.00570679,0.0,0.0,0.0,0.00174937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257251,0.257251,4.06117,0.0,0.0,0.0,0.0901583,0.0,0.0,0.0,0.0,0.0,9.41664e-05,0.00103545,0.00228345,0.0,0.0,0.0,0.0,0.0,0.0
82109827,0.0,0.0,0.0,0.00460899,-0.00514215,-0.125214,0.0,0.0,0.0,0.00806604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257296,0.257295,4.0613,0.0,0.0,0.0,0.0901581,0.0,0.0,0.0,0.0,0.0,9.44678e-05,0.00178923,0.00469591,0.0,0.0,0.0,0.0,0.0,0.0
82313715,0.0,0.0,0.0,0.00462898,-0.0051508,0.223511,0.0,0.0,0.0,0.0238266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257267,0.257266,4.06111,0.0,0.0,0.0,0.090158,0.0,0.0,0.0,0.0,0.0,0.000134684,0.000794855,0.00162405,0.0,0.0,0.0,0.0,0.0,0.0
82517801,0.0,0.0,0.0,0.00444277,-0.00482878,0.0895691,0.0,0.0,0.0,-0.0308458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257191,0.25719,4.0607,0.0,0.0,0.0,0.0901579,0.0,0.0,0.0,0.0,0.0,0.000274064,0.00226959,0.00650554,0.0,0.0,0.0,0.0,0.0,0.0
82720166,0.0,0.0,0.0,0.00439293,-0.00450943,0.308777,0.0,0.0,0.0,0.0376013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257347,0.257346,4.06134,0.0,0.0,0.0,0.0901577,0.0,0.0,0.0,0.0,0.0,0.000567964,0.00280102,0.00791503,0.0,0.0,0.0,0.0,0.0,0.0
82920237,0.0,0.0,0.0,0.00426983,-0.00410641,-0.0706177,0.0,0.0,0.0,0.0572478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257426,0.257424,4.0617,0.0,0.0,0.0,0.0901577,0.0,0.0,0.0,0.0,0.0,4.73474e-05,0.000735599,0.00171238,0.0,0.0,0.0,0.0,0.0,0.0
