timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
24787933,0.184695,0.00916495,0.0597142
24992017,0.172275,0.00971761,0.0534304
25192069,0.15586,0.00866713,0.0603794
25392872,0.154108,0.0103354,0.0556902
25595820,0.162303,0.00985365,0.0585159
25800070,0.150209,0.00801921,0.0601067
26003764,0.168877,0.00866832,0.056212
26206215,0.169597,0.00928413,0.0518197
26406260,0.154197,0.00837867,0.0576104
26606988,0.145207,0.00881703,0.0598274
26811733,0.147472,0.00939631,0.0539861
27014981,0.149479,0.00900632,0.0562977
27214948,0.159046,0.0106345,0.0501627
27416597,0.186639,0.0100562,0.0612452
27621529,0.164809,0.0106532,0.0558745
27821003,0.179516,0.0105172,0.0497024
28025431,0.16911,0.00946906,0.0499867
28229950,0.152033,0.00789346,0.050584
28431282,0.176319,0.00939132,0.0568434
28635021,0.159328,0.00926664,0.0426426
28834959,0.164295,0.00942461,0.0525779
29034806,0.157883,0.00918409,0.0522762
29240072,0.162518,0.00889002,0.0501813
29442974,0.163627,0.0101043,0.0508977
29647814,0.164923,0.00914472,0.0520273
29848007,0.178337,0.00859585,0.04973
30050524,0.15499,0.00849067,0.0535883
30250246,0.179942,0.010537,0.0495407
30453361,0.195818,0.00979694,0.0502002
30658513,0.156171,0.0122362,0.0595191
30858484,0.159381,0.0101079,0.0612099
31062197,0.17302,0.0101849,0.0527515
31266987,0.177889,0.00969564,0.0539193
31468620,0.163748,0.00900716,0.0536735
31671837,0.150393,0.00998845,0.0586636
31876791,0.160179,0.0103475,0.0589343
32076865,0.156295,0.00815386,0.0707368
32277392,0.165803,0.00911472,0.0577702
32477288,0.162115,0.00941396,0.0534011
32678737,0.16888,0.0103796,0.0583107
32882268,0.181754,0.00823607,0.0576198
33087852,0.19134,0.00954092,0.059819
33290959,0.163085,0.0103403,0.0451924
33491128,0.173695,0.00744335,0.0561149
33695213,0.177776,0.00787623,0.0531034
33896887,0.1794,0.00813651,0.0524304
34097640,0.167799,0.00727573,0.0514336
