timestamp,ping_time,ping_sequence,dropped_packets,rtt_ms,system_id,component_id
606382654,606382269,603,3735928559,0.385,255,0
607382170,607381655,604,3735928559,0.515,255,0
608384677,608382638,605,3735928559,2.039,255,0
609384597,609384113,606,3735928559,0.484,255,0
610381408,610380947,607,3735928559,0.461,255,0
611384531,611382681,608,3735928559,1.85,255,0
612383172,612382733,609,3735928559,0.439,255,0
613383046,613382452,610,3735928559,0.594,255,0
614383231,614382913,611,3735928559,0.318,255,0
615384714,615384277,612,3735928559,0.437,255,0
616381401,616380931,613,3735928559,0.47,255,0
617381961,617381555,614,3735928559,0.406,255,0
618383853,618383187,615,3735928559,0.666,255,0
619381770,619381340,616,3735928559,0.43,255,0
620381394,620380778,617,3735928559,0.616,255,0
621383820,621383185,618,3735928559,0.635,255,0
622384627,622384233,619,3735928559,0.394,255,0
623384345,623383934,620,3735928559,0.411,255,0
624383214,624382690,621,3735928559,0.524,255,0
625383483,625382652,622,3735928559,0.831,255,0
626382126,626381652,623,3735928559,0.474,255,0
627382201,627381667,624,3735928559,0.534,255,0
628383264,628382690,625,3735928559,0.574,255,0
629384987,629384612,626,3735928559,0.375,255,0
630384223,630383803,627,3735928559,0.42,255,0
631383820,631383271,628,3735928559,0.549,255,0
632383846,632383390,629,3735928559,0.456,255,0
633384629,633384199,630,3735928559,0.43,255,0
634383265,634382726,631,3735928559,0.539,255,0
635386299,635385829,632,3735928559,0.47,255,0
636384745,636384091,633,3735928559,0.654,255,0
637381536,637380957,634,3735928559,0.579,255,0
638383270,638382947,635,3735928559,0.323,255,0
639383959,639382653,636,3735928559,1.306,255,0
640381767,640381347,637,3735928559,0.42,255,0
641383494,641383142,638,3735928559,0.352,255,0
642386214,642385751,639,3735928559,0.463,255,0
643383788,643383201,640,3735928559,0.587,255,0
644385542,644384937,641,3735928559,0.605,255,0
645382976,645382544,642,3735928559,0.432,255,0
646384632,646384246,643,3735928559,0.386,255,0
647384217,647383719,644,3735928559,0.498,255,0
648383228,648382669,645,3735928559,0.559,255,0
649382969,649382544,646,3735928559,0.425,255,0
650382359,650381802,647,3735928559,0.557,255,0
651384176,651383549,648,3735928559,0.627,255,0
652383368,652383034,649,3735928559,0.334,255,0
653385836,653385414,650,3735928559,0.422,255,0
654381689,654381344,651,3735928559,0.345,255,0
655381451,655380996,652,3735928559,0.455,255,0
656385667,656385336,653,3735928559,0.331,255,0
657381639,657381141,654,3735928559,0.498,255,0
658386656,658386142,655,3735928559,0.514,255,0
659383208,659382735,656,3735928559,0.473,255,0
660384055,660383360,657,3735928559,0.695,255,0
661382155,661381789,658,3735928559,0.366,255,0
662384201,662383839,659,3735928559,0.362,255,0
663382201,663381847,660,3735928559,0.354,255,0
664384653,664384189,661,3735928559,0.464,255,0
665382503,665381883,662,3735928559,0.62,255,0
666384356,666382723,663,3735928559,1.633,255,0
667381392,667380940,664,3735928559,0.452,255,0
668385405,668384817,665,3735928559,0.588,255,0
669384709,669384133,666,3735928559,0.576,255,0
670381422,670380905,667,3735928559,0.517,255,0
671383959,671383417,668,3735928559,0.542,255,0
672381640,672381158,669,3735928559,0.482,255,0
673383875,673381589,670,3735928559,2.286,255,0
674382994,674382567,671,3735928559,0.427,255,0
675381435,675380886,672,3735928559,0.549,255,0
676383064,676382557,673,3735928559,0.507,255,0
677382205,677381600,674,3735928559,0.605,255,0
678382598,678381927,675,3735928559,0.671,255,0
679382196,679381702,676,3735928559,0.494,255,0
680381897,680381595,677,3735928559,0.302,255,0
681383808,681383236,678,3735928559,0.572,255,0
682382894,682381885,679,3735928559,1.009,255,0
683381734,683381322,680,3735928559,0.412,255,0
684382542,684381925,681,3735928559,0.617,255,0
685381800,685381149,682,3735928559,0.651,255,0
686381859,686381472,683,3735928559,0.387,255,0
687385323,687384866,684,3735928559,0.457,255,0
688383232,688382627,685,3735928559,0.605,255,0
689382749,689382160,686,3735928559,0.589,255,0
690383370,690381637,687,3735928559,1.733,255,0
691382625,691382272,688,3735928559,0.353,255,0
692384601,692384264,689,3735928559,0.337,255,0
693384166,693381573,690,3735928559,2.593,255,0
694382550,694382112,691,3735928559,0.438,255,0
695383779,695383295,692,3735928559,0.484,255,0
696382138,696381644,693,3735928559,0.494,255,0
697383865,697383300,694,3735928559,0.565,255,0
698394419,698383229,695,3735928559,11.19,255,0
699383807,699383137,696,3735928559,0.67,255,0
700382173,700381626,697,3735928559,0.547,255,0
701383062,701382587,698,3735928559,0.475,255,0
702382636,702382196,699,3735928559,0.44,255,0
703384938,703384572,700,3735928559,0.366,255,0
704385054,704384709,701,3735928559,0.345,255,0
705381418,705380755,702,3735928559,0.663,255,0
706382478,706381797,703,3735928559,0.681,255,0
707381493,707381018,704,3735928559,0.475,255,0
708383022,708382604,705,3735928559,0.418,255,0
709385881,709385529,706,3735928559,0.352,255,0
710385949,710385566,707,3735928559,0.383,255,0
711383420,711383004,708,3735928559,0.416,255,0
712384764,712384061,709,3735928559,0.703,255,0
713382524,713381899,710,3735928559,0.625,255,0
714382494,714381948,711,3735928559,0.546,255,0
715382225,715381690,712,3735928559,0.535,255,0
716383171,716382655,713,3735928559,0.516,255,0
717396178,717384832,714,3735928559,11.346,255,0
718384836,718381638,715,3735928559,3.198,255,0
719381581,719380874,716,3735928559,0.707,255,0
720381418,720380919,717,3735928559,0.499,255,0
721383349,721382584,718,3735928559,0.765,255,0
722389841,722381923,719,3735928559,7.918,255,0
